3 970.99,2023-03-26 19:01:02
3 970.99,2023-03-26 19:02:01
3 970.99,2023-03-26 19:03:01
3 970.99,2023-03-26 19:04:01
3 970.99,2023-03-26 19:05:02
3 970.99,2023-03-26 19:06:01
3 970.99,2023-03-26 19:07:02
3 970.99,2023-03-26 19:08:01
3 970.99,2023-03-26 19:09:01
3 970.99,2023-03-26 19:10:02
3 970.99,2023-03-26 19:11:02
3 970.99,2023-03-26 19:12:01
3 970.99,2023-03-26 19:13:01
3 970.99,2023-03-26 19:14:02
3 970.99,2023-03-26 19:15:01
3 970.99,2023-03-26 19:16:02
3 970.99,2023-03-26 19:17:01
3 970.99,2023-03-26 19:18:02
3 970.99,2023-03-26 19:19:01
3 970.99,2023-03-26 19:20:02
3 970.99,2023-03-26 19:21:01
3 970.99,2023-03-26 19:22:01
3 970.99,2023-03-26 19:23:02
3 970.99,2023-03-26 19:24:01
3 970.99,2023-03-26 19:25:02
3 970.99,2023-03-26 19:26:01
3 970.99,2023-03-26 19:27:01
3 970.99,2023-03-26 19:28:01
3 970.99,2023-03-26 19:29:02
3 970.99,2023-03-26 19:30:02
3 970.99,2023-03-26 19:31:01
3 970.99,2023-03-26 19:32:02
3 970.99,2023-03-26 19:33:02
3 970.99,2023-03-26 19:34:01
3 970.99,2023-03-26 19:35:02
3 970.99,2023-03-26 19:36:01
3 970.99,2023-03-26 19:40:02
3 970.99,2023-03-26 19:45:02
3 970.99,2023-03-26 19:50:02
3 970.99,2023-03-26 19:55:02
3 970.99,2023-03-26 20:00:01
3 970.99,2023-03-26 20:05:02
3 970.99,2023-03-26 20:10:02
3 970.99,2023-03-26 20:15:02
3 970.99,2023-03-26 20:20:01
3 970.99,2023-03-26 20:25:03
3 970.99,2023-03-26 20:30:01
3 970.99,2023-03-26 20:35:02
3 970.99,2023-03-26 20:40:01
3 970.99,2023-03-26 20:45:02
3 970.99,2023-03-26 20:50:02
3 970.99,2023-03-26 20:55:02
3 970.99,2023-03-26 21:00:02
3 970.99,2023-03-26 21:05:03
3 970.99,2023-03-26 21:10:01
3 970.99,2023-03-26 21:15:02
3 970.99,2023-03-26 21:20:02
3 970.99,2023-03-26 21:25:01
3 970.99,2023-03-26 21:30:02
3 970.99,2023-03-26 21:35:01
3 970.99,2023-03-26 21:40:02
3 970.99,2023-03-26 21:45:02
3 970.99,2023-03-26 21:50:02
3 970.99,2023-03-26 21:55:02
3 970.99,2023-03-26 22:00:02
3 970.99,2023-03-26 22:05:02
3 970.99,2023-03-26 22:10:02
3 970.99,2023-03-26 22:15:02
3 970.99,2023-03-26 22:20:01
3 970.99,2023-03-26 22:25:02
3 970.99,2023-03-26 22:30:02
3 970.99,2023-03-26 22:35:02
3 970.99,2023-03-26 22:40:02
3 970.99,2023-03-26 22:45:02
3 970.99,2023-03-26 22:50:02
3 970.99,2023-03-26 22:55:02
3 970.99,2023-03-26 23:00:03
3 970.99,2023-03-26 23:05:01
3 970.99,2023-03-26 23:10:02
3 970.99,2023-03-26 23:15:02
3 970.99,2023-03-26 23:20:02
3 970.99,2023-03-26 23:25:02
3 970.99,2023-03-26 23:30:02
3 970.99,2023-03-26 23:35:01
3 970.99,2023-03-26 23:40:01
3 970.99,2023-03-26 23:45:02
3 970.99,2023-03-26 23:50:02
3 970.99,2023-03-26 23:55:02
3 970.99,2023-03-27 00:00:02
3 970.99,2023-03-27 00:05:01
